evaluator_version,comparison,metric_name,metric_role,paired_sample_count,median_delta_candidate_minus_reference,median_ci95_low,median_ci95_high,win_rate,win_count,tie_count,loss_count,wilcoxon_p,bootstrap_n,bootstrap_seed,delta_definition,failure_aware_win_rate,failure_aware_win_rate_denominator,failure_aware_win_count,failure_aware_loss_count,failure_aware_tie_count,candidate_algorithm_failure_count,reference_algorithm_failure_count,both_algorithm_failure_count,technical_missing_count,evaluation_suspect_count,finite_metric_unavailable_count,denominator_policy
v3,full_vs_strong,horizontal_rmse_m,primary,523,-0.001096683881871216,-0.001107599967314632,-0.0010932401457981605,0.8795411089866156,460,0,63,4.089213695491062e-36,10000,20260904,candidate_minus_reference; negative_is_better,0.8632162661737524,541,467,68,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,basic_vs_single,up_rmse_m,secondary,541,0.0001793633411770884,0.00017885797874280657,0.00019852758036783408,0.09426987060998152,51,0,490,7.974659940377851e-56,10000,20260904,candidate_minus_reference; negative_is_better,0.09426987060998152,541,51,490,0,0,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,basic_vs_single,position_3d_rmse_m,secondary,541,0.008945923768016437,0.008945923768016437,0.009008569635175573,0.07578558225508318,41,0,500,4.969826452209876e-71,10000,20260904,candidate_minus_reference; negative_is_better,0.07578558225508318,541,41,500,0,0,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RD,horizontal_rmse_m,primary,528,-0.0001440080321643486,-0.00014646126409965932,-0.00014262444523409357,0.8352272727272727,441,0,87,1.5769331876627825e-36,10000,20260904,candidate_minus_reference; negative_is_better,0.8188539741219963,541,443,88,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RD,yaw_rmse_deg,primary,528,0.0018464663651720503,0.0013649916592330946,0.0019629381699610704,0.39015151515151514,206,0,322,0.4333689841771466,10000,20260904,candidate_minus_reference; negative_is_better,0.3844731977818854,541,208,323,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RD,yaw_p95_absolute_deg,primary,528,-0.0013400412253203875,-0.0018509439245919523,-0.0008709097318546632,0.7291666666666666,385,0,143,6.81308846145124e-20,10000,20260904,candidate_minus_reference; negative_is_better,0.7153419593345656,541,387,144,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RD,up_rmse_m,secondary,528,0.0005829993164947825,0.0005829993164947825,0.0005830074266885629,0.16477272727272727,87,0,441,5.381843635389528e-26,10000,20260904,candidate_minus_reference; negative_is_better,0.1645101663585952,541,89,442,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RD,position_3d_rmse_m,secondary,528,0.00013048227735713153,0.00012917467766867686,0.00013196892171937446,0.2916666666666667,154,0,374,0.008352915084154129,10000,20260904,candidate_minus_reference; negative_is_better,0.28835489833641403,541,156,375,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_SA,horizontal_rmse_m,primary,527,0.00044587263918000053,0.00043697892668131955,0.0004524479931999753,0.2428842504743833,128,0,399,1.1580642769770434e-11,10000,20260904,candidate_minus_reference; negative_is_better,0.24214417744916822,541,131,406,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_SA,yaw_rmse_deg,primary,527,-0.013646264202509695,-0.013649817547262355,-0.013646264202509695,0.8842504743833017,466,0,61,3.4305545540026855e-53,10000,20260904,candidate_minus_reference; negative_is_better,0.866913123844732,541,469,68,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_SA,yaw_p95_absolute_deg,primary,527,-0.005056774100848926,-0.005056851650850014,-0.005056774100848926,0.7855787476280834,414,0,113,9.287654029625497e-23,10000,20260904,candidate_minus_reference; negative_is_better,0.7707948243992606,541,417,120,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_SA,up_rmse_m,secondary,527,-0.0010387307169954924,-0.001039466898871702,-0.0010229595667009123,0.9222011385199241,486,0,41,6.079469875591646e-59,10000,20260904,candidate_minus_reference; negative_is_better,0.9038817005545287,541,489,48,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_SA,position_3d_rmse_m,secondary,527,-8.358826041733602e-05,-9.465706555444875e-05,-6.58497485486742e-05,0.7741935483870968,408,0,119,1.100995120316579e-17,10000,20260904,candidate_minus_reference; negative_is_better,0.7597042513863216,541,411,126,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RP,horizontal_rmse_m,primary,521,-0.0010133253643383189,-0.0010158362355773276,-0.0010131117988841504,0.9385796545105566,489,0,32,6.590111880869317e-57,10000,20260904,candidate_minus_reference; negative_is_better,0.9205175600739371,541,498,37,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RP,yaw_rmse_deg,primary,521,-0.03990630911663873,-0.03990948890137913,-0.03987798946967702,0.982725527831094,512,0,9,7.152556554806938e-78,10000,20260904,candidate_minus_reference; negative_is_better,0.9630314232902033,541,521,14,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RP,yaw_p95_absolute_deg,primary,521,-0.12983457241599883,-0.1299852120145628,-0.1295997445175825,0.9846449136276392,513,0,8,1.0733427483139191e-79,10000,20260904,candidate_minus_reference; negative_is_better,0.9648798521256932,541,522,13,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RP,up_rmse_m,secondary,521,0.0005975825406641308,0.0005959991388445468,0.0005981447953683217,0.1401151631477927,73,0,448,2.2205355160083414e-36,10000,20260904,candidate_minus_reference; negative_is_better,0.15157116451016636,541,82,453,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_RP,position_3d_rmse_m,secondary,521,-0.0006455564273032122,-0.0006488298428617961,-0.0006438684293762209,0.9251439539347409,482,0,39,2.5893185523836396e-54,10000,20260904,candidate_minus_reference; negative_is_better,0.9075785582255084,541,491,44,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_HV,horizontal_rmse_m,primary,529,-6.538923050866674e-05,-6.586599566893447e-05,-6.527864324472332e-05,0.8998109640831758,476,0,53,3.942201766962035e-56,10000,20260904,candidate_minus_reference; negative_is_better,0.8817005545286506,541,477,53,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_HV,yaw_rmse_deg,primary,529,-1.8189113270672408e-05,-1.856329807248258e-05,-1.8186234379324873e-05,0.8620037807183365,456,0,73,1.9384440634233388e-39,10000,20260904,candidate_minus_reference; negative_is_better,0.844731977818854,541,457,73,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_HV,yaw_p95_absolute_deg,primary,529,2.1928546794391934e-05,1.524150001586122e-05,3.0516049984719018e-05,0.31379962192816635,166,0,363,0.0005235957591719461,10000,20260904,candidate_minus_reference; negative_is_better,0.30868761552680224,541,167,363,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_HV,up_rmse_m,secondary,529,1.2380778383058733e-07,1.2377327016088735e-07,1.2380778383058733e-07,0.2684310018903592,142,0,387,2.0816648490750523e-09,10000,20260904,candidate_minus_reference; negative_is_better,0.2643253234750462,541,143,387,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_HV,position_3d_rmse_m,secondary,529,-5.843538073592447e-05,-5.88448657575652e-05,-5.8360243937960465e-05,0.8979206049149339,475,0,54,8.104986766039611e-55,10000,20260904,candidate_minus_reference; negative_is_better,0.8798521256931608,541,476,54,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_Go2,horizontal_rmse_m,primary,522,-0.0010717263364517296,-0.0010763962211047112,-0.00107114566864,0.9386973180076629,490,0,32,6.566155299215188e-59,10000,20260904,candidate_minus_reference; negative_is_better,0.9205175600739371,541,498,37,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_Go2,yaw_rmse_deg,primary,522,-0.039922052028797506,-0.039926869539784526,-0.039895290243306736,0.9846743295019157,514,0,8,1.0105309178157705e-79,10000,20260904,candidate_minus_reference; negative_is_better,0.9648798521256932,541,522,13,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_Go2,yaw_p95_absolute_deg,primary,522,-0.1298085897695902,-0.12997263276085835,-0.12960262344614348,0.9846743295019157,514,0,8,7.304111192154325e-80,10000,20260904,candidate_minus_reference; negative_is_better,0.9648798521256932,541,522,13,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_Go2,up_rmse_m,secondary,522,0.000597711663009183,0.0005964278197444356,0.0005982183663747441,0.13793103448275862,72,0,450,3.859754296587459e-37,10000,20260904,candidate_minus_reference; negative_is_better,0.1478743068391867,541,80,455,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,full_vs_no_Go2,position_3d_rmse_m,secondary,522,-0.0006965839429133175,-0.0007008073678513207,-0.0006960045332870951,0.9157088122605364,478,0,44,1.2890334064798964e-52,10000,20260904,candidate_minus_reference; negative_is_better,0.8983364140480592,541,486,49,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,RD_only_vs_strong,horizontal_rmse_m,primary,525,-0.00015671660852392688,-0.00015671660852392688,-0.00015671660852392688,0.7866666666666666,413,0,112,5.74091721754934e-21,10000,20260904,candidate_minus_reference; negative_is_better,0.7763401109057301,541,420,115,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,RD_only_vs_strong,yaw_rmse_deg,primary,525,-0.000299726959491764,-0.0002997477783592828,-0.00023500269936027607,0.6476190476190476,340,0,185,0.03416379092475964,10000,20260904,candidate_minus_reference; negative_is_better,0.6414048059149723,541,347,188,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,RD_only_vs_strong,yaw_p95_absolute_deg,primary,525,-0.0027839608843249763,-0.00281145113985648,-0.0027839608843249763,0.8685714285714285,456,0,69,1.2108173716030464e-39,10000,20260904,candidate_minus_reference; negative_is_better,0.8558225508317929,541,463,72,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,RD_only_vs_strong,up_rmse_m,secondary,525,0.0015865642952150733,0.0015865642952150733,0.0015865642952150733,0.13523809523809524,71,0,454,3.9574864182149814e-46,10000,20260904,candidate_minus_reference; negative_is_better,0.14417744916820702,541,78,457,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,RD_only_vs_strong,position_3d_rmse_m,secondary,525,0.0005570895415388244,0.0005570895415388244,0.0005570895415388244,0.23238095238095238,122,0,403,5.5939970448689865e-18,10000,20260904,candidate_minus_reference; negative_is_better,0.23844731977818853,541,129,406,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,SA_only_vs_strong,horizontal_rmse_m,primary,523,0.00010297844471067463,0.00010297844471067463,0.00010297844471067463,0.21414913957934992,112,0,411,1.9803029104943822e-17,10000,20260904,candidate_minus_reference; negative_is_better,0.2199630314232902,541,119,416,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,SA_only_vs_strong,yaw_rmse_deg,primary,523,-0.009073164476231632,-0.009101926461559717,-0.009073117979796042,0.9005736137667304,471,0,52,1.757447783192025e-55,10000,20260904,candidate_minus_reference; negative_is_better,0.8835489833641405,541,478,57,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,SA_only_vs_strong,yaw_p95_absolute_deg,primary,523,-0.008936090660292884,-0.009003843018396296,-0.008936090660292884,0.8948374760994264,468,0,55,2.2848448751606044e-44,10000,20260904,candidate_minus_reference; negative_is_better,0.878003696857671,541,475,60,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,SA_only_vs_strong,up_rmse_m,secondary,523,-1.5209021070695938e-05,-1.5209021070695938e-05,-1.5209021070695938e-05,0.8910133843212237,466,0,57,4.129193841047914e-54,10000,20260904,candidate_minus_reference; negative_is_better,0.8743068391866913,541,473,62,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,SA_only_vs_strong,position_3d_rmse_m,secondary,523,8.620498612776917e-05,8.620498612776917e-05,8.620498612776917e-05,0.2179732313575526,114,0,409,7.060907850880559e-17,10000,20260904,candidate_minus_reference; negative_is_better,0.22365988909426987,541,121,414,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F03,horizontal_rmse_m,primary,526,-0.0015456881389981358,-0.001547640964913971,-0.0015456881389981358,0.8954372623574145,471,0,55,5.838422750816464e-42,10000,20260904,candidate_minus_reference; negative_is_better,0.8853974121996303,541,479,57,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F03,yaw_rmse_deg,primary,526,-0.03352680932006713,-0.033532048115928165,-0.03352680932006713,0.9467680608365019,498,0,28,3.151070645707874e-74,10000,20260904,candidate_minus_reference; negative_is_better,0.9353049907578558,541,506,30,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F03,yaw_p95_absolute_deg,primary,526,-0.13446762307422588,-0.13446762307422588,-0.13446663142420334,0.9790874524714829,515,0,11,3.677993931475635e-77,10000,20260904,candidate_minus_reference; negative_is_better,0.966728280961183,541,523,13,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F03,up_rmse_m,secondary,526,0.0022205657294155495,0.0022205657294155495,0.002220783319880487,0.16920152091254753,89,0,437,7.228458507643623e-29,10000,20260904,candidate_minus_reference; negative_is_better,0.17929759704251386,541,97,439,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F03,position_3d_rmse_m,secondary,526,-0.0003970686807932555,-0.0003970686807932555,-0.00039517397165141045,0.7965779467680608,419,0,107,1.1988677750345744e-21,10000,20260904,candidate_minus_reference; negative_is_better,0.789279112754159,541,427,109,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F02,horizontal_rmse_m,primary,534,-0.0038747616465310275,-0.004453979082939999,-0.003799940696428264,0.9063670411985019,484,0,50,2.143033257705174e-55,10000,20260904,candidate_minus_reference; negative_is_better,0.8946395563770795,541,484,57,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F02,yaw_rmse_deg,primary,534,-0.27128358239389727,-0.2713907437684657,-0.2712695895924573,0.9438202247191011,504,0,30,1.1161362604738968e-57,10000,20260904,candidate_minus_reference; negative_is_better,0.9316081330868762,541,504,37,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F02,yaw_p95_absolute_deg,primary,534,-0.6441298875684858,-0.6444087018066971,-0.6440959474502428,0.9456928838951311,505,0,29,3.5663274605167766e-68,10000,20260904,candidate_minus_reference; negative_is_better,0.933456561922366,541,505,36,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F02,up_rmse_m,secondary,534,0.0020264558277126865,0.002025944583435149,0.0020264558277126865,0.2958801498127341,158,0,376,0.1614816749289908,10000,20260904,candidate_minus_reference; negative_is_better,0.2920517560073937,541,158,383,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F02,position_3d_rmse_m,secondary,534,-0.002608856429381738,-0.0037605071401201617,-0.0025155001386481107,0.8895131086142322,475,0,59,8.71588925064257e-54,10000,20260904,candidate_minus_reference; negative_is_better,0.878003696857671,541,475,66,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F02,horizontal_rmse_m,primary,530,-0.003463901141028139,-0.0038266949722559965,-0.003348057529223011,0.9226415094339623,489,0,41,1.3654217999991006e-61,10000,20260904,candidate_minus_reference; negative_is_better,0.9038817005545287,541,489,52,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F02,yaw_rmse_deg,primary,530,-0.28519582082053696,-0.28556194023471315,-0.28496290054122175,0.9641509433962264,511,0,19,2.0989868949167406e-68,10000,20260904,candidate_minus_reference; negative_is_better,0.944547134935305,541,511,30,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F02,yaw_p95_absolute_deg,primary,530,-0.6493126888041059,-0.6498727644701479,-0.649152914651081,0.9679245283018868,513,0,17,9.973003752332864e-80,10000,20260904,candidate_minus_reference; negative_is_better,0.9482439926062847,541,513,28,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F02,up_rmse_m,secondary,530,0.0009973148803067225,0.0008989182181090571,0.001004295776205151,0.3320754716981132,176,0,354,0.8009926355128418,10000,20260904,candidate_minus_reference; negative_is_better,0.32532347504621073,541,176,365,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F02,position_3d_rmse_m,secondary,530,-0.002676286052626445,-0.003493075362574885,-0.00259148242105231,0.9075471698113208,481,0,49,2.60392314105866e-60,10000,20260904,candidate_minus_reference; negative_is_better,0.88909426987061,541,481,60,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F01,horizontal_rmse_m,primary,530,0.006446172669775749,0.006347084052389998,0.006551184869119542,0.21320754716981133,113,0,417,5.533132966042876e-25,10000,20260904,candidate_minus_reference; negative_is_better,0.2088724584103512,541,113,428,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F01,yaw_rmse_deg,primary,530,-5.986943766386838,-5.987061255139737,-5.981412415677035,0.9867924528301887,523,0,7,9.53438655576471e-85,10000,20260904,candidate_minus_reference; negative_is_better,0.966728280961183,541,523,18,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F01,yaw_p95_absolute_deg,primary,530,-8.269946006052946,-8.270071197834984,-8.265578704441507,0.9924528301886792,526,0,4,4.628376595059342e-86,10000,20260904,candidate_minus_reference; negative_is_better,0.9722735674676525,541,526,15,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F01,up_rmse_m,secondary,530,0.0011834425806464474,0.0011834425806464474,0.0011834747668999814,0.18490566037735848,98,0,432,6.787444745284449e-17,10000,20260904,candidate_minus_reference; negative_is_better,0.18114602587800369,541,98,443,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,F04_vs_F01,position_3d_rmse_m,secondary,530,0.0063100839398317135,0.006230433305318618,0.006374535228230269,0.2037735849056604,108,0,422,1.7052231016457196e-24,10000,20260904,candidate_minus_reference; negative_is_better,0.19963031423290203,541,108,433,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F01,horizontal_rmse_m,primary,534,0.0059900744640894454,0.005696762060210192,0.006065657467103289,0.20786516853932585,111,0,423,2.5838860588477625e-21,10000,20260904,candidate_minus_reference; negative_is_better,0.20517560073937152,541,111,430,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F01,yaw_rmse_deg,primary,534,-5.97175947187866,-5.973355152097448,-5.967899772436842,0.9906367041198502,529,0,5,3.635572666043086e-86,10000,20260904,candidate_minus_reference; negative_is_better,0.977818853974122,541,529,12,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
