batch,status,result_path,run_count,completed,all_yaw_rejected,technical_failures,evaluator_records,archive_verified,archive_pending,wall_seconds,wall_scope,original_batch8_partial_wall_seconds,recovery_wall_seconds,nproc,solver_pool,evaluator_pool_sizes,archive_write_pool,available_memory_start_bytes,cpu_utilization_fraction,archive_cpu_utilization_fraction,archive_cpu_below_40_percent,host_used_memory_peak_bytes,owned_process_tree_peak_rss_bytes,scratch_peak_growth_bytes,g_peak_growth_bytes,cleaned_files,cleaned_bytes,scientific_code_commit,io_fix_code_commit,omitted_original_fragment_sampled_elapsed_seconds,omitted_original_fragment_count,omitted_original_fragment_details_json,full_batch_accounted_seconds,full_batch_accounted_time_scope,omitted_fragment_cpu_utilization_fraction,full_batch_sampled_cpu_utilization_fraction,full_batch_sampled_cpu_tick_delta,full_batch_sampled_idle_tick_delta,full_batch_sampled_cpu_scope,omitted_fragment_host_used_memory_peak_bytes,full_batch_host_used_memory_peak_bytes,omitted_fragment_owned_process_tree_peak_rss_bytes,full_batch_owned_process_tree_peak_rss_bytes,full_batch_rebased_scratch_peak_growth_bytes,full_batch_rebased_g_peak_growth_bytes,full_batch_rebased_simultaneous_combined_peak_growth_bytes,full_batch_disk_rebase_json,archive_recorded_successful_attempt_count,archive_duplicate_success_events,archive_conflicting_duplicate_timings,archive_component_timing_scope,hash_wall_seconds,hash_cpu_seconds,compress_wall_seconds,compress_cpu_seconds,copy_wall_seconds,copy_cpu_seconds,largest_measured_archive_component,archive_passes_wall_seconds,archive_passes_wall_scope,providers_phase_wall_seconds,providers_omitted_fragment_sampled_span_seconds,providers_full_batch_accounted_seconds,providers_phase_cpu_utilization_fraction,solver_phase_wall_seconds,solver_omitted_fragment_sampled_span_seconds,solver_full_batch_accounted_seconds,solver_phase_cpu_utilization_fraction,evaluation_phase_wall_seconds,evaluation_omitted_fragment_sampled_span_seconds,evaluation_full_batch_accounted_seconds,evaluation_phase_cpu_utilization_fraction,archive_cleanup_phase_wall_seconds,archive_cleanup_omitted_fragment_sampled_span_seconds,archive_cleanup_full_batch_accounted_seconds,archive_cleanup_phase_cpu_utilization_fraction,full_batch_phase_accounting_scope
11,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_011/BATCH_RESULT.json,256,247,9,0,512,256,0,2406.341506662997,batch,,,24,22,22,6,22145294336,0.10279748830593917,0.009573452377880423,True,17126694912,16496123904,32866471936,6528958464,21051,32805946901,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2406.341506662997,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,17126694912,UNAVAILABLE,16496123904,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",46.80375002371875,35.182240972,114.78562769704149,42.70470797300002,567.3945670907706,10.449759608999997,copy,135.43866729900037,selected result archive passes only; successful component timings may cover original and recovery attempts,29.95492833100434,UNAVAILABLE,29.95492833100434,0.30243388590120307,250.8130330829954,UNAVAILABLE,250.8130330829954,0.3259642816953618,1172.0624316870017,UNAVAILABLE,1172.0624316870017,0.12550510343651525,953.3983203479947,UNAVAILABLE,953.3983203479947,0.009573452377880423,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
12,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_012/BATCH_RESULT.json,256,256,0,0,512,256,0,2464.3910204009953,batch,,,24,22,21,6,21401403392,0.10146477861186974,0.009365874009178139,True,17910829056,17286348800,34057031680,6720323584,21524,33989776293,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2464.3910204009953,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,17910829056,UNAVAILABLE,17286348800,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",43.33409057310928,32.557232675000016,124.241316949061,44.129865073000026,608.5479879670529,10.791233767000012,copy,141.17085470599704,selected result archive passes only; successful component timings may cover original and recovery attempts,30.784135720998165,UNAVAILABLE,30.784135720998165,0.3063183294913792,253.96175676100393,UNAVAILABLE,253.96175676100393,0.32136137072160365,1200.0372214840027,UNAVAILABLE,1200.0372214840027,0.12459551978526724,979.474871424005,UNAVAILABLE,979.474871424005,0.009365874009178139,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
13,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_013/BATCH_RESULT.json,256,256,0,0,512,256,0,2528.9878028620005,batch,,,24,22,21,6,21190852608,0.10299028215525331,0.009658658011693223,True,17974976512,17329803264,34065870848,6720061440,21528,33998662587,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2528.9878028620005,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,17974976512,UNAVAILABLE,17329803264,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",51.34642972333677,40.69015204999999,121.84744621472782,44.263795297,630.0388832011304,11.394094258999992,copy,146.8531553540015,selected result archive passes only; successful component timings may cover original and recovery attempts,31.395174915000098,UNAVAILABLE,31.395174915000098,0.2992182135122286,264.6130463840018,UNAVAILABLE,264.6130463840018,0.31956165329191477,1251.5578461199984,UNAVAILABLE,1251.5578461199984,0.12520495021306838,981.2710957859963,UNAVAILABLE,981.2710957859963,0.009658658011693223,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
14,PASS,<CANONICAL541_V2_ROOT>/IO_RECOVERY/IO_RECOVERY_20260912/BATCH_014_BOOKKEEPING_RECOVERY_001/BATCH_RESULT.json,256,256,0,0,512,256,0,1074.1478874329987,recovery_only,,1074.1478874329987,24,REUSED,22,6,20831776768,0.009039190137004592,0.009024604576247614,True,5385224192,3462430720,617635840,1263271936,21530,34012397799,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,1642.850196694002,1,"[{""available_memory_start_bytes"": 21272121344, ""cpu_scope"": ""difference of first/last host visible-affinity CPU ticks; concurrent host activity included"", ""cpu_tick_delta"": 3947024, ""cpu_utilization_fraction"": 0.15222253525694296, ""filesystem_absolute_peak_used_bytes"": {""g"": 491683315712, ""scratch"": 114938306560}, ""filesystem_absolute_sample_count"": 398, ""filesystem_baseline_bytes"": {""g"": {""free_bytes"": 513882193920, ""total_bytes"": 1000185266176, ""used_bytes"": 486303072256}, ""scratch"": {""free_bytes"": 944700190720, ""total_bytes"": 1081101176832, ""used_bytes"": 81408630784}}, ""filesystem_peak_growth_bytes"": {""g"": 5380243456, ""scratch"": 33529675776}, ""filesystem_simultaneous_combined_absolute_used_peak_bytes"": 606621622272, ""first_sample_elapsed_seconds"": 0.0016690050033503212, ""host_used_memory_peak_bytes"": 17971240960, ""idle_tick_delta"": 3346198, ""nproc"": 24, ""owned_process_tree_peak_rss_bytes"": 17368244224, ""phases"": [{""cpu_tick_delta"": 40, ""cpu_utilization_fraction"": 0.0, ""first_sample_elapsed_seconds"": 0.0016690050033503212, ""host_used_memory_peak_bytes"": 3925303296, ""idle_tick_delta"": 40, ""last_sample_elapsed_seconds"": 0.01834822700038785, ""owned_process_tree_peak_rss_bytes"": 2994794496, ""phase"": null, ""sample_count"": 2, ""sampled_span_seconds"": 0.01667922199703753}, {""cpu_tick_delta"": 70316, ""cpu_utilization_fraction"": 0.28216906536207975, ""first_sample_elapsed_seconds"": 2.0265495300045586, ""host_used_memory_peak_bytes"": 17971240960, ""idle_tick_delta"": 50475, ""last_sample_elapsed_seconds"": 31.22834877900459, ""owned_process_tree_peak_rss_bytes"": 17368244224, ""phase"": ""providers"", ""sample_count"": 16, ""sampled_span_seconds"": 29.201799249000032}, {""cpu_tick_delta"": 0, ""cpu_utilization_fraction"": null, ""first_sample_elapsed_seconds"": 31.246996346999367, ""host_used_memory_peak_bytes"": 4095168512, ""idle_tick_delta"": 0, ""last_sample_elapsed_seconds"": 31.246996346999367, ""owned_process_tree_peak_rss_bytes"": 3127820288, ""phase"": null, ""sample_count"": 1, ""sampled_span_seconds"": 0.0}, {""cpu_tick_delta"": 606337, ""cpu_utilization_fraction"": 0.32612557043360374, ""first_sample_elapsed_seconds"": 33.632657701004064, ""host_used_memory_peak_bytes"": 7439466496, ""idle_tick_delta"": 408595, ""last_sample_elapsed_seconds"": 284.78088891300285, ""owned_process_tree_peak_rss_bytes"": 6609141760, ""phase"": ""solver"", ""sample_count"": 103, ""sampled_span_seconds"": 251.1482312119988}, {""cpu_tick_delta"": 0, ""cpu_utilization_fraction"": null, ""first_sample_elapsed_seconds"": 284.7971640840042, ""host_used_memory_peak_bytes"": 4834353152, ""idle_tick_delta"": 0, ""last_sample_elapsed_seconds"": 284.7971640840042, ""owned_process_tree_peak_rss_bytes"": 3830788096, ""phase"": null, ""sample_count"": 1, ""sampled_span_seconds"": 0.0}, {""cpu_tick_delta"": 2936403, ""cpu_utilization_fraction"": 0.1256152510401331, ""first_sample_elapsed_seconds"": 294.5120026450022, ""host_used_memory_peak_bytes"": 7047372800, ""idle_tick_delta"": 2567546, ""last_sample_elapsed_seconds"": 1513.1201889810036, ""owned_process_tree_peak_rss_bytes"": 5816111104, ""phase"": ""evaluation"", ""sample_count"": 210, ""sampled_span_seconds"": 1218.6081863360014}, {""cpu_tick_delta"": 0, ""cpu_utilization_fraction"": null, ""first_sample_elapsed_seconds"": 1513.1412366740042, ""host_used_memory_peak_bytes"": 4974940160, ""idle_tick_delta"": 0, ""last_sample_elapsed_seconds"": 1513.1412366740042, ""owned_process_tree_peak_rss_bytes"": 3986071552, ""phase"": null, ""sample_count"": 1, ""sampled_span_seconds"": 0.0}, {""cpu_tick_delta"": 306397, ""cpu_utilization_fraction"": 0.0357803764397171, ""first_sample_elapsed_seconds"": 1515.016729005998, ""host_used_memory_peak_bytes"": 4980453376, ""idle_tick_delta"": 295434, ""last_sample_elapsed_seconds"": 1642.850196694002, ""owned_process_tree_peak_rss_bytes"": 3986194432, ""phase"": ""archive_cleanup"", ""sample_count"": 64, ""sampled_span_seconds"": 127.83346768800402}], ""sample_count"": 398, ""sampled_elapsed_seconds"": 1642.850196694002, ""source"": {""path"": ""<CANONICAL541_V2_ROOT>/BATCHES/BATCH_014/RESOURCE_SAMPLES.jsonl"", ""sha256"": ""aee6e1c92d94e518fa8993763712555517cb0c12e1868334181b5e85cd462bc9"", ""size_bytes"": 404831, ""stage_relative_path"": ""BATCHES/BATCH_014/RESOURCE_SAMPLES.jsonl""}, ""timing_scope"": ""last elapsed sample since this monitor began; unsampled final tail unavailable; never a reconstructed exact final wall"", ""timing_status"": ""RESOURCE_SAMPLES_ELAPSED_ONLY_NOT_SAVED_FINAL_WALL""}]",2716.9980841270008,selected final wall plus omitted fragment sampled elapsed; unsaved fragment final tails unavailable,0.15222253525694296,0.0956969084698272,6521172,5897116,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,17971240960,17971240960,17368244224,17368244224,34147487744,6863978496,40869384192,"{""original_baseline_bytes"": {""g"": {""free_bytes"": 513882193920, ""total_bytes"": 1000185266176, ""used_bytes"": 486303072256}, ""scratch"": {""free_bytes"": 944700190720, ""total_bytes"": 1081101176832, ""used_bytes"": 81408630784}}, ""peak_growth_bytes"": {""g"": 6863978496, ""scratch"": 34147487744, ""simultaneous_combined"": 40869384192}, ""sample_count"": 933, ""scope"": ""absolute used-byte samples from original and recovery fragments rebased to original batch baseline; filesystem-wide, concurrent activity included; no sum or max of independent fragment growth deltas"", ""sources"": [{""path"": ""<CANONICAL541_V2_ROOT>/BATCHES/BATCH_014/RESOURCE_SAMPLES.jsonl"", ""sha256"": ""aee6e1c92d94e518fa8993763712555517cb0c12e1868334181b5e85cd462bc9"", ""size_bytes"": 404831, ""stage_relative_path"": ""BATCHES/BATCH_014/RESOURCE_SAMPLES.jsonl""}, {""path"": ""<CANONICAL541_V2_ROOT>/IO_RECOVERY/IO_RECOVERY_20260912/BATCH_014_BOOKKEEPING_RECOVERY_001/RESOURCE_SAMPLES.jsonl"", ""sha256"": ""be529fb7f2d005ce10f6a3e46cf85d8b33e0eed138787ee873eaacc767ec9ce0"", ""size_bytes"": 510819, ""stage_relative_path"": ""IO_RECOVERY/IO_RECOVERY_20260912/BATCH_014_BOOKKEEPING_RECOVERY_001/RESOURCE_SAMPLES.jsonl""}]}",256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",79.20965331119805,70.95182979800002,121.06024338903808,45.28296932599997,651.727520879569,11.552203663000002,copy,30.238787351998326,selected result archive passes only; successful component timings may cover original and recovery attempts,UNAVAILABLE,29.201799249000032,29.201799249000032,UNAVAILABLE,UNAVAILABLE,251.1482312119988,251.1482312119988,UNAVAILABLE,UNAVAILABLE,1218.6081863360014,1218.6081863360014,UNAVAILABLE,1073.1970870930018,127.83346768800402,1201.0305547810058,0.009024604576247614,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
15,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_015/BATCH_RESULT.json,256,256,0,0,512,256,0,2582.3887531520013,batch,,,24,22,21;22,6,19804307456,0.10323061042536508,0.013450924901760728,True,19439243264,17666269184,34083368960,6722420736,21526,34015132652,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2582.3887531520013,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,19439243264,UNAVAILABLE,17666269184,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",125.21659566512972,123.03614328200004,120.55570630746661,46.196658381,678.7543397899863,12.838731246999995,copy,168.69515889001195,selected result archive passes only; successful component timings may cover original and recovery attempts,31.02531302800344,UNAVAILABLE,31.02531302800344,0.30397017358651934,258.1341089359994,UNAVAILABLE,258.1341089359994,0.3231453905673037,1272.6274471440047,UNAVAILABLE,1272.6274471440047,0.1254990283737133,1020.5037163060042,UNAVAILABLE,1020.5037163060042,0.013450924901760728,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
16,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_016/BATCH_RESULT.json,256,256,0,0,512,256,0,2501.3775100380008,batch,,,24,22,22,6,21163061248,0.10146954981103029,0.009312332014784165,True,18324881408,17674846208,34047799296,6714032128,21526,33982780465,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2501.3775100380008,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,18324881408,UNAVAILABLE,17674846208,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",47.084146148568834,33.785872218,120.88322626183799,43.733472577,697.6660228437686,11.005005441000002,copy,157.6090032929933,selected result archive passes only; successful component timings may cover original and recovery attempts,30.791916203001165,UNAVAILABLE,30.791916203001165,0.30618558093668524,258.36188769600994,UNAVAILABLE,258.36188769600994,0.31945961926552435,1216.1953174630034,UNAVAILABLE,1216.1953174630034,0.12520345857319817,995.91138868501,UNAVAILABLE,995.91138868501,0.009312332014784165,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
17,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_017/BATCH_RESULT.json,256,256,0,0,512,256,0,2471.1522604710044,batch,,,24,22,22,6,24142184448,0.10242820100768446,0.010269802361342895,True,14130286592,13541883904,34061398016,6718488576,21528,33995938536,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2471.1522604710044,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,14130286592,UNAVAILABLE,13541883904,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",62.00008041637193,51.938362361,121.06033375700645,44.50113618099999,712.0876595746231,11.445148943000005,copy,163.30606657599856,selected result archive passes only; successful component timings may cover original and recovery attempts,29.318488317003357,UNAVAILABLE,29.318488317003357,0.30192746819464733,246.74175056901004,UNAVAILABLE,246.74175056901004,0.3336405855509599,1193.1229751089995,UNAVAILABLE,1193.1229751089995,0.12684106849682253,1001.8458115899994,UNAVAILABLE,1001.8458115899994,0.010269802361342895,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
18,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_018/BATCH_RESULT.json,256,256,0,0,512,256,0,2541.4061137020035,batch,,,24,22,21;22,6,22152609792,0.09989535591689769,0.009503770098821897,True,16230289408,15607582720,34066120704,6724255744,21528,33996835540,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2541.4061137020035,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,16230289408,UNAVAILABLE,15607582720,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",54.89767778519308,43.011382160999986,120.37409444396326,44.584762881,728.0744185130752,11.286222151999999,copy,164.2027372750017,selected result archive passes only; successful component timings may cover original and recovery attempts,31.61392975099443,UNAVAILABLE,31.61392975099443,0.29563765887254706,253.22148374299286,UNAVAILABLE,253.22148374299286,0.3248173506997731,1206.021679839003,UNAVAILABLE,1206.021679839003,0.1259952933606144,1050.430381319995,UNAVAILABLE,1050.430381319995,0.009503770098821897,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
19,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_019/BATCH_RESULT.json,256,256,0,0,512,256,0,2745.279377015002,batch,,,24,22,21,6,21748387840,0.09798152676730609,0.009621700772746763,True,17042915328,16418009088,34061041664,6728712192,21526,33994054614,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,0,0,[],2745.279377015002,selected batch final wall,UNAVAILABLE,UNAVAILABLE,,,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,UNAVAILABLE,17042915328,UNAVAILABLE,16418009088,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,null,256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",63.991048948373646,49.14037956000001,136.11338292973232,44.98078896,837.7280176397035,11.744371679999997,copy,188.42350870199152,selected result archive passes only; successful component timings may cover original and recovery attempts,34.53639703700901,UNAVAILABLE,34.53639703700901,0.2921975784326875,276.99283867400663,UNAVAILABLE,276.99283867400663,0.31623757074069536,1336.1647089320031,UNAVAILABLE,1336.1647089320031,0.12061401036440776,1097.4479571539996,UNAVAILABLE,1097.4479571539996,0.009621700772746763,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
20,PASS,<CANONICAL541_V2_ROOT>/BATCHES/BATCH_020/BATCH_RESULT.json,256,256,0,0,512,256,0,2826.893152884004,batch,,,24,22,22,6,24115781632,0.09803714276166822,0.012577240193538907,True,6730842112,5594316800,34057703424,6646136832,21528,33994012352,737a0fb5a4a5418500824855b89b0d25af69824a,ea478eea88aaf9739823dfc152fa108dd17f8d0c,33.90520619400195,1,"[{""available_memory_start_bytes"": 21827682304, ""cpu_scope"": ""difference of first/last host visible-affinity CPU ticks; concurrent host activity included"", ""cpu_tick_delta"": 80580, ""cpu_utilization_fraction"": 0.29645073219161083, ""filesystem_absolute_peak_used_bytes"": {""g"": 526997258240, ""scratch"": 81570570240}, ""filesystem_absolute_sample_count"": 19, ""filesystem_baseline_bytes"": {""g"": {""free_bytes"": 473371246592, ""total_bytes"": 1000185266176, ""used_bytes"": 526814019584}, ""scratch"": {""free_bytes"": 944538251264, ""total_bytes"": 1081101176832, ""used_bytes"": 81570570240}}, ""filesystem_peak_growth_bytes"": {""g"": 183238656, ""scratch"": 0}, ""filesystem_simultaneous_combined_absolute_used_peak_bytes"": 608563728384, ""first_sample_elapsed_seconds"": 0.0024778829974820837, ""host_used_memory_peak_bytes"": 16193290240, ""idle_tick_delta"": 56692, ""nproc"": 24, ""owned_process_tree_peak_rss_bytes"": 15588556800, ""phases"": [{""cpu_tick_delta"": 48, ""cpu_utilization_fraction"": 0.020833333333333332, ""first_sample_elapsed_seconds"": 0.0024778829974820837, ""host_used_memory_peak_bytes"": 3369742336, ""idle_tick_delta"": 47, ""last_sample_elapsed_seconds"": 0.02171053399797529, ""owned_process_tree_peak_rss_bytes"": 2434498560, ""phase"": null, ""sample_count"": 2, ""sampled_span_seconds"": 0.019232651000493206}, {""cpu_tick_delta"": 75854, ""cpu_utilization_fraction"": 0.2876051361826667, ""first_sample_elapsed_seconds"": 2.0354673709953204, ""host_used_memory_peak_bytes"": 16193290240, ""idle_tick_delta"": 54038, ""last_sample_elapsed_seconds"": 33.90520619400195, ""owned_process_tree_peak_rss_bytes"": 15588556800, ""phase"": ""providers"", ""sample_count"": 17, ""sampled_span_seconds"": 31.869738823006628}], ""pre_native_validation_fragment"": true, ""sample_count"": 19, ""sampled_elapsed_seconds"": 33.90520619400195, ""source"": {""path"": ""<CANONICAL541_V2_ROOT>/IO_RECOVERY/IO_RECOVERY_20260912/PRE_NATIVE_FRAGMENTS/BATCH_020/RESOURCE_SAMPLES.jsonl"", ""sha256"": ""291894209dd3fa3844ff5a54311d1ac2253ab68a448c28da56f15fe75fbcb567"", ""size_bytes"": 21447, ""stage_relative_path"": ""IO_RECOVERY/IO_RECOVERY_20260912/PRE_NATIVE_FRAGMENTS/BATCH_020/RESOURCE_SAMPLES.jsonl""}, ""timing_scope"": ""last elapsed sample since this monitor began; unsampled final tail unavailable; never a reconstructed exact final wall"", ""timing_status"": ""RESOURCE_SAMPLES_ELAPSED_ONLY_NOT_SAVED_FINAL_WALL""}]",2860.798359078006,selected final wall plus omitted fragment sampled elapsed; unsaved fragment final tails unavailable,0.29645073219161083,0.10037375866140656,6843721,6156791,sum of first-to-last host visible-affinity CPU tick deltas across original and selected recovery sample fragments; no wall weighting; inter-fragment gaps and unsampled start/end tails excluded; concurrent host activity included,16193290240,16193290240,15588556800,15588556800,34067492864,6848249856,40585703424,"{""original_baseline_bytes"": {""g"": {""free_bytes"": 473371246592, ""total_bytes"": 1000185266176, ""used_bytes"": 526814019584}, ""scratch"": {""free_bytes"": 944538251264, ""total_bytes"": 1081101176832, ""used_bytes"": 81570570240}}, ""peak_growth_bytes"": {""g"": 6848249856, ""scratch"": 34067492864, ""simultaneous_combined"": 40585703424}, ""sample_count"": 962, ""scope"": ""absolute used-byte samples from original and recovery fragments rebased to original batch baseline; filesystem-wide, concurrent activity included; no sum or max of independent fragment growth deltas"", ""sources"": [{""path"": ""<CANONICAL541_V2_ROOT>/IO_RECOVERY/IO_RECOVERY_20260912/PRE_NATIVE_FRAGMENTS/BATCH_020/RESOURCE_SAMPLES.jsonl"", ""sha256"": ""291894209dd3fa3844ff5a54311d1ac2253ab68a448c28da56f15fe75fbcb567"", ""size_bytes"": 21447, ""stage_relative_path"": ""IO_RECOVERY/IO_RECOVERY_20260912/PRE_NATIVE_FRAGMENTS/BATCH_020/RESOURCE_SAMPLES.jsonl""}, {""path"": ""<CANONICAL541_V2_ROOT>/BATCHES/BATCH_020/RESOURCE_SAMPLES.jsonl"", ""sha256"": ""a1da25f5006b394b4c63b938633720990be8f46272183a9f3ec9f89b595ac2d7"", ""size_bytes"": 934029, ""stage_relative_path"": ""BATCHES/BATCH_020/RESOURCE_SAMPLES.jsonl""}]}",256,0,0,"recorded successful ARCHIVED attempts only; deduplicated by (run_id,destination); failed/unrecorded attempt timing unavailable; operation walls may overlap across workers",129.47156651272962,113.70696164299996,121.71341855182254,45.90676396799999,857.4948617321061,12.715744105999995,copy,201.63480710200383,selected result archive passes only; successful component timings may cover original and recovery attempts,4.414421148001566,31.869738823006628,36.284159971008194,0.01849056603773585,279.2808301650075,UNAVAILABLE,279.2808301650075,0.3239754270554482,1376.2024032799964,UNAVAILABLE,1376.2024032799964,0.1251974458150913,1166.8551376090036,UNAVAILABLE,1166.8551376090036,0.012577240193538907,selected saved phase wall plus omitted fragment within-phase sampled spans; transition gaps and unsaved tails not allocated
