path,original_line,original_term,action,original_sha256,replacement
configs/paper_rebuild/publication/canonical541_display_names.yaml,47,same-source,companion_erratum,7059aea7f891db1445e4b2e3eef7e058cbe2ba7c85c41497472afb3b2327d4a7,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/A04_F04_ROLE_DECISION_RULE.md,28,same-source,companion_erratum,a69803bdf8117601af61c20003f7dd64b6843d44d35b7ea1b93f43170202475a,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/A04_F04_ROLE_DECISION_RULE.md,36,same-source,companion_erratum,a69803bdf8117601af61c20003f7dd64b6843d44d35b7ea1b93f43170202475a,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLAIM_BOUNDARY.md,18,same-source,inline_replaced,6a797087d0d293ab158950bd94618c736bd0bf66db67cf80da1444cade889c85,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLAIM_BOUNDARY.md,33,same-source,inline_replaced,6a797087d0d293ab158950bd94618c736bd0bf66db67cf80da1444cade889c85,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN1R2R1_FULL_REPORT.md,13,same-source,historical_annotated,77e9d9d10707e8842d1fc8f6df4d633a4fb4f6784bca161828946dce298a0782,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN1R2R1_FULL_REPORT.md,15,same-source,historical_annotated,77e9d9d10707e8842d1fc8f6df4d633a4fb4f6784bca161828946dce298a0782,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN1_STATUS.md,24,same-source,historical_annotated,56dc9b50fcde3ff27e9ee7175166b761c59d5a46de1b4e444484eef142f534df,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN1_STATUS.md,36,same-source,historical_annotated,56dc9b50fcde3ff27e9ee7175166b761c59d5a46de1b4e444484eef142f534df,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN1_STATUS.md,52,same-source,historical_annotated,56dc9b50fcde3ff27e9ee7175166b761c59d5a46de1b4e444484eef142f534df,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN2R2A1_STATUS.md,14,same-source,historical_annotated,38a6de307cd79e7305e4b75c2d53902d9f76779fb5329805ec3003d90d81f761,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN2R2A1_STATUS.md,38,same-source,historical_annotated,38a6de307cd79e7305e4b75c2d53902d9f76779fb5329805ec3003d90d81f761,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN5_ADAPTER_PLAN.md,45,same-source,historical_annotated,cc893e59cbf5ecf52f3d7dc07b3b715918a3071910d398a3caa75782008a1c0f,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN5_CALIBRATED_CHAIN_RESULTS.md,412,同源,historical_annotated,e27aee35d5d65265b6577be7234372d065ed4377ad685f66b58b2db0e8f38356,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN5_OFFLINE_EVALUATION_RECORD.md,219,same-source,historical_annotated,a542121d78b0bc969b82e23cc295ab471f782e318c255506984c80d831fc49db,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CLEAN5_STAGE2_CLOSEOUT.md,508,同源,historical_annotated,693feca1dfe10a80cc8b00a43a818b9cfef5cac2b6e413685b3633ca55894d6d,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/CONVERSATION_HANDOFF.md,52,same-source,inline_replaced,487680299dc03252bfb538dbc20b269564481c0595f8a75cce56de4f2eece35c,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/DATA_ROLES.md,10,same-source,inline_replaced,f35e8d17d48d8f0cb8f8589b243e4f4848e234adbcb9acad5a73d6d96a488b3e,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
docs/paper_rebuild/horizontal_literature/hartley/stage_payload/11_REPORT/LSE01_FINAL_CLAIM_BOUNDARY.md,13,same-source,historical_annotated,0a056704f94a21e22ef13bfb81ac50f70cbcc7ab6b1fb90961dbf91769e0fa80,the fused navigation solution output directly by the commercial low-cost dual-antenna GNSS/INS receiver (Fixposition Vision-RTK 2); the estimator under test never reads it (file-access audit)
