path,relative_path,size_bytes,mtime_ns,device,inode,nlink,stage,existing_sha256,evidence_path,evidence_sha256,basis,classification,row_type
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/B3/LegSA_PORT_NAV.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/B3/LegSA_PORT_NAV.nav,7927330,1789746012000000000,71,946622956642,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,3e803808c9b46e576b53f2813723dc9360d51281832a6c48102dae807bb06936,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/B3/OUTPUT_SEAL.json,c8d487072491c7be2348a8d0ec2c47a7fa9db9c0dcd118e2048b605debfb4370,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/B3/LegSA_PORT_STD.csv,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/B3/LegSA_PORT_STD.csv,8563800,1789746012000000000,71,946622956770,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,12207afbe7564a2f219dfc30087829e9233704d53f2d7860f8dc67ef5ceb3ab8,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/B3/OUTPUT_SEAL.json,c8d487072491c7be2348a8d0ec2c47a7fa9db9c0dcd118e2048b605debfb4370,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/KF_GINS_Navresult.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/KF_GINS_Navresult.nav,10025634,1789747782000000000,71,967147520642,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,547adfbe52529e640d465670a46e22bf14b6f2fdde574d3b8b6f62be0b50a43d,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/OUTPUT_SEAL.json,474b78b44b579da2891086c04946166fcb1b423a06fe2a95776030b055a0fc74,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/KF_GINS_STD.txt,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/KF_GINS_STD.txt,19994626,1789747782000000000,71,967147520770,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,7b032f9cc9ed9ade4675f796448946c9c44c97c0cba62c45b815c4df8a1de50e,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/OUTPUT_SEAL.json,474b78b44b579da2891086c04946166fcb1b423a06fe2a95776030b055a0fc74,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/LegSA_PORT_NAV.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/LegSA_PORT_NAV.nav,7925731,1789747782000000000,71,967147520994,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,5ea5e930112b67f0845c7c6f0d9b86b9d0671f6e6129e47ca72f99d23e20791a,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/OUTPUT_SEAL.json,474b78b44b579da2891086c04946166fcb1b423a06fe2a95776030b055a0fc74,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/LegSA_PORT_STD.csv,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/LegSA_PORT_STD.csv,8562364,1789747782000000000,71,967147521122,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,f91db688b2656af7e6268d1366a54045437d3512db296659168579a9078b32b9,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5SIGMA/OUTPUT_SEAL.json,474b78b44b579da2891086c04946166fcb1b423a06fe2a95776030b055a0fc74,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/KF_GINS_Navresult.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/KF_GINS_Navresult.nav,10025634,1789749606000000000,71,996858397314,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,7f9f8956583bf16152c80df5d32ad3f369262cd97725ca86f4f0ad4cbae6c504,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/OUTPUT_SEAL.json,1150a0b63c06d829d7fde4b651efab9d44ae7807dfa76ea611eda7820d5ed944,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/KF_GINS_STD.txt,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/KF_GINS_STD.txt,19994626,1789749606000000000,71,996858397442,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,e33c0609822fab1329d37771255a93602b69f453724abc8b0720f1490f5a4836,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/OUTPUT_SEAL.json,1150a0b63c06d829d7fde4b651efab9d44ae7807dfa76ea611eda7820d5ed944,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/LegSA_PORT_NAV.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/LegSA_PORT_NAV.nav,7925707,1789749606000000000,71,996858397666,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,349ee209a8d0b39c877149b5048bb4807a3cd9b2b04b2be0a80de29039886916,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/OUTPUT_SEAL.json,1150a0b63c06d829d7fde4b651efab9d44ae7807dfa76ea611eda7820d5ed944,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/LegSA_PORT_STD.csv,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/LegSA_PORT_STD.csv,8562611,1789749606000000000,71,996858397794,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,e0368e93b2022f04344a60a0856252c478e622114a0a78b5c1810555079b9dc6,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2/F04/R5W/OUTPUT_SEAL.json,1150a0b63c06d829d7fde4b651efab9d44ae7807dfa76ea611eda7820d5ed944,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/KF_GINS_Navresult.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/KF_GINS_Navresult.nav,10368660,1789753062000000000,71,544968540930,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,4da02ca785f7271002522681842ed4b4a611c637454560c1220d89c0f34ee02e,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/OUTPUT_SEAL.json,afe0bfe3e97d66333e4cbd4f61213d0958ab9280ebe8b56e131fefb33df9ae36,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/KF_GINS_STD.txt,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/KF_GINS_STD.txt,20678740,1789753062000000000,71,544968541058,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,fa11af20ec84eadbcb57e78452464ee37aca67386d8583c7137204b2cb21ad88,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/OUTPUT_SEAL.json,afe0bfe3e97d66333e4cbd4f61213d0958ab9280ebe8b56e131fefb33df9ae36,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/LegSA_PORT_NAV.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/LegSA_PORT_NAV.nav,8203646,1789753062000000000,71,544968541282,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,3aab29d71a14de3f7bba7c3848f5e338cc2d8d987cfb6c808cfd0ea18d3ce955,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/OUTPUT_SEAL.json,afe0bfe3e97d66333e4cbd4f61213d0958ab9280ebe8b56e131fefb33df9ae36,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/LegSA_PORT_STD.csv,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/LegSA_PORT_STD.csv,8868107,1789753062000000000,71,544968541410,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,0f783cb93c11a75bb8205926aacb9b42145714c55323ca6237dc1ce9de51f66a,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/A04/B3/OUTPUT_SEAL.json,afe0bfe3e97d66333e4cbd4f61213d0958ab9280ebe8b56e131fefb33df9ae36,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/KF_GINS_Navresult.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/KF_GINS_Navresult.nav,10368660,1789753084000000000,71,545030406914,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,232036152b24fd4d5ed0e84c0e2f5f90834d13db0b126a8f222b8962238d6fca,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/OUTPUT_SEAL.json,c6f643e15a2fb249229b29fda229575229089f51e8fe244c8416488d8788d65b,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/KF_GINS_STD.txt,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/KF_GINS_STD.txt,20678740,1789753084000000000,71,545030407042,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,0f70e9f60e866b26d8a9605d5c73209be8aa39fed3030aed88a0a5057a6b5057,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/OUTPUT_SEAL.json,c6f643e15a2fb249229b29fda229575229089f51e8fe244c8416488d8788d65b,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/LegSA_PORT_NAV.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/LegSA_PORT_NAV.nav,8208079,1789753084000000000,71,545030407266,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,3c17470d0576bc370558dc0fb5fb8324eebd2d33be5defa9315e01a4b5734bab,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/OUTPUT_SEAL.json,c6f643e15a2fb249229b29fda229575229089f51e8fe244c8416488d8788d65b,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/LegSA_PORT_STD.csv,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/LegSA_PORT_STD.csv,8839902,1789753084000000000,71,545030407394,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,88870fe11759a41f2d5a24c08d77b8e097e769e8777aaf5be01f8fe8a54089fb,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F02/B3/OUTPUT_SEAL.json,c6f643e15a2fb249229b29fda229575229089f51e8fe244c8416488d8788d65b,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/KF_GINS_Navresult.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/KF_GINS_Navresult.nav,10368660,1789753108000000000,71,545092797186,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,69be1a281a7a7447dcc27227d21b9bf7715d56c76a9e7a803b0ae10a13fea617,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/OUTPUT_SEAL.json,f01e4aac6dd2de6014fa98626717fcda4bf73e034832f0d92f7bbd0bb1c900e0,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/KF_GINS_STD.txt,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/KF_GINS_STD.txt,20678740,1789753108000000000,71,545092797314,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,3af049d20d371156520667cad7ef9378151175d3639a650b38cd08f8a61c72d3,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/OUTPUT_SEAL.json,f01e4aac6dd2de6014fa98626717fcda4bf73e034832f0d92f7bbd0bb1c900e0,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/LegSA_PORT_NAV.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/LegSA_PORT_NAV.nav,8203431,1789753108000000000,71,545092797538,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,2d9aa3b6bfedbf98ddc3a3b0030f5e5482ce70afbe5c8994b1b1ff1e4e8d4aab,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/OUTPUT_SEAL.json,f01e4aac6dd2de6014fa98626717fcda4bf73e034832f0d92f7bbd0bb1c900e0,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/LegSA_PORT_STD.csv,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/LegSA_PORT_STD.csv,8858862,1789753108000000000,71,545092797666,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,aa03de3d380c5dd2b65212f9205546b5e6c99eef5d21dde548995b3bae9ff8ec,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/B3/OUTPUT_SEAL.json,f01e4aac6dd2de6014fa98626717fcda4bf73e034832f0d92f7bbd0bb1c900e0,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/R5SIGMA/KF_GINS_Navresult.nav,CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/R5SIGMA/KF_GINS_Navresult.nav,10368660,1789753132000000000,71,545212334722,1,CLEAN7_T5BC_V3_CANDIDATE_PILOT,19be7707a3eed56a6a05424a2f98013aeae6e0f1281af3c52409dc47d6fbad17,<CLEAN_ROOT>/stages/CLEAN7_T5BC_V3_CANDIDATE_PILOT/04_NATIVE_C00_SEQ/BY2H/F04/R5SIGMA/OUTPUT_SEAL.json,8c79f05e2f4c2359a77126a1547552399484737a196158e6523724e868213cf6,P1_P2_P3_PASS:NATIVE_NAV_STD,CANDIDATE,REGULAR_FILE
