run_id,sequence_id,configuration_id,variant,subset_case_id,data_mode,synthetic_data_used,semisynthetic_data_used,native_status,native_failure_classification,source,measurement_model,segment_id,epochs,attempted,accepted,rejected,not_attempted,invalid,missing,accounting_consistent,status,invalid_count_definition,nis_status,along_axis_residual_m_status,length_mismatch_m_status,nis_count,nis_available_count,nis_missing_count,nis_nonfinite_count,nis_mean,nis_std_ddof1,nis_p50,nis_p95,nis_p99,nis_min,nis_max,along_axis_residual_m_count,along_axis_residual_m_available_count,along_axis_residual_m_missing_count,along_axis_residual_m_nonfinite_count,along_axis_residual_m_mean,along_axis_residual_m_std_ddof1,along_axis_residual_m_p50,along_axis_residual_m_p95,along_axis_residual_m_p99,along_axis_residual_m_min,along_axis_residual_m_max,along_axis_residual_m_p95_absolute,length_mismatch_m_count,length_mismatch_m_available_count,length_mismatch_m_missing_count,length_mismatch_m_nonfinite_count,length_mismatch_m_mean,length_mismatch_m_std_ddof1,length_mismatch_m_p50,length_mismatch_m_p95,length_mismatch_m_p99,length_mismatch_m_min,length_mismatch_m_max,length_mismatch_m_p95_absolute,reason_counts,nis_rejected,nis_rejection_rate,nis_rejection_denominator,attempt_source,diagnostics_status
BY2H__F04__R5SIGMA__SEQUENCE,BY2H,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F04/R5SIGMA,scalar_yaw,full,1349,1349,1334,15,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2H__F04__R5SIGMA__SEQUENCE,BY2H,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F04/R5SIGMA,scalar_yaw,outside,1349,1349,1334,15,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2H__F04__R5W__SEQUENCE,BY2H,F04,R5W,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F04/R5W,scalar_yaw,full,1349,1349,1334,15,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2H__F04__R5W__SEQUENCE,BY2H,F04,R5W,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F04/R5W,scalar_yaw,outside,1349,1349,1334,15,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2H__F02__B3__SEQUENCE,BY2H,F02,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F02/B3,baseline3d,full,1349,1349,1349,0,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1349,1349,0,0,17.299442812226232,44.71255784758259,6.019423672792112,69.23261304974602,271.4605507035554,0.0223484396225163,561.3542582475167,1349,1349,0,0,0.009748429054657804,0.055593218079168616,0.0021379553813021,0.05768940844497467,0.30968824258621785,-0.0711180472943775,0.5968087152949391,0.06196628072245552,1349,1349,0,0,0.0034482359490128965,0.04656963422759568,0.0007731113575245,0.05714677088927222,0.23456022406534024,-0.1988725720282857,0.3144884529125165,0.08456010065465003,"{""BASIC_ACCEPT"": 1349}",0,0.0,all B3 attempts in this sequence/case/segment,,
BY2H__F02__B3__SEQUENCE,BY2H,F02,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F02/B3,baseline3d,outside,1349,1349,1349,0,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1349,1349,0,0,17.299442812226232,44.71255784758259,6.019423672792112,69.23261304974602,271.4605507035554,0.0223484396225163,561.3542582475167,1349,1349,0,0,0.009748429054657804,0.055593218079168616,0.0021379553813021,0.05768940844497467,0.30968824258621785,-0.0711180472943775,0.5968087152949391,0.06196628072245552,1349,1349,0,0,0.0034482359490128965,0.04656963422759568,0.0007731113575245,0.05714677088927222,0.23456022406534024,-0.1988725720282857,0.3144884529125165,0.08456010065465003,"{""BASIC_ACCEPT"": 1349}",0,0.0,all B3 attempts in this sequence/case/segment,,
BY2H__A04__B3__SEQUENCE,BY2H,A04,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/A04/B3,baseline3d,full,1349,1349,947,402,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1349,1349,0,0,17.832960315927725,45.616072879755684,5.89203484037674,73.66979160242136,275.1879915375739,0.0434730668389334,560.7584156184643,1349,1349,0,0,0.009954901795168242,0.05544471120956397,0.0022764006525826,0.05769522403795159,0.30955671283053665,-0.0683899471665894,0.5966606486885494,0.06104621036515825,1349,1349,0,0,0.0034482359490128965,0.04656963422759568,0.0007731113575245,0.057146770889272315,0.23456022406534033,-0.1988725720282857,0.3144884529125165,0.08456010065464997,"{""ACCEPT"": 947, ""NIS_3DOF_REJECT"": 402}",402,0.29799851742031136,all B3 attempts in this sequence/case/segment,,
BY2H__A04__B3__SEQUENCE,BY2H,A04,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/A04/B3,baseline3d,outside,1349,1349,947,402,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1349,1349,0,0,17.832960315927725,45.616072879755684,5.89203484037674,73.66979160242136,275.1879915375739,0.0434730668389334,560.7584156184643,1349,1349,0,0,0.009954901795168242,0.05544471120956397,0.0022764006525826,0.05769522403795159,0.30955671283053665,-0.0683899471665894,0.5966606486885494,0.06104621036515825,1349,1349,0,0,0.0034482359490128965,0.04656963422759568,0.0007731113575245,0.057146770889272315,0.23456022406534033,-0.1988725720282857,0.3144884529125165,0.08456010065464997,"{""ACCEPT"": 947, ""NIS_3DOF_REJECT"": 402}",402,0.29799851742031136,all B3 attempts in this sequence/case/segment,,
BY2H__F04__B3__SEQUENCE,BY2H,F04,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F04/B3,baseline3d,full,1349,1349,946,403,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1349,1349,0,0,17.886251454768413,45.65665521233102,5.970400843100542,74.27265562593446,275.4008489773141,0.0341506159448799,560.5963965965441,1349,1349,0,0,0.00997633073048855,0.05544265999578044,0.0022676236125692,0.057745875812027773,0.30960862246553933,-0.068209122847229,0.5967162132282979,0.06114618515407158,1349,1349,0,0,0.0034482359490128987,0.04656963422759567,0.0007731113575244,0.057146770889272315,0.23456022406534016,-0.1988725720282857,0.3144884529125165,0.08456010065464997,"{""ACCEPT"": 946, ""NIS_3DOF_REJECT"": 403}",403,0.2987398072646405,all B3 attempts in this sequence/case/segment,,
BY2H__F04__B3__SEQUENCE,BY2H,F04,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2H/F04/B3,baseline3d,outside,1349,1349,946,403,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1349,1349,0,0,17.886251454768413,45.65665521233102,5.970400843100542,74.27265562593446,275.4008489773141,0.0341506159448799,560.5963965965441,1349,1349,0,0,0.00997633073048855,0.05544265999578044,0.0022676236125692,0.057745875812027773,0.30960862246553933,-0.068209122847229,0.5967162132282979,0.06114618515407158,1349,1349,0,0,0.0034482359490128987,0.04656963422759567,0.0007731113575244,0.057146770889272315,0.23456022406534016,-0.1988725720282857,0.3144884529125165,0.08456010065464997,"{""ACCEPT"": 946, ""NIS_3DOF_REJECT"": 403}",403,0.2987398072646405,all B3 attempts in this sequence/case/segment,,
BY2O__F04__R5SIGMA__SEQUENCE,BY2O,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5SIGMA,scalar_yaw,full,1882,1591,1586,5,291,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5SIGMA__SEQUENCE,BY2O,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5SIGMA,scalar_yaw,occlusion_primary,210,0,0,0,210,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5SIGMA__SEQUENCE,BY2O,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5SIGMA,scalar_yaw,occlusion_secondary,65,0,0,0,65,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5SIGMA__SEQUENCE,BY2O,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5SIGMA,scalar_yaw,inside_union,275,0,0,0,275,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5SIGMA__SEQUENCE,BY2O,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5SIGMA,scalar_yaw,outside,1607,1591,1586,5,16,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5W__SEQUENCE,BY2O,F04,R5W,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5W,scalar_yaw,full,1882,1591,1587,4,291,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5W__SEQUENCE,BY2O,F04,R5W,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5W,scalar_yaw,occlusion_primary,210,0,0,0,210,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5W__SEQUENCE,BY2O,F04,R5W,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5W,scalar_yaw,occlusion_secondary,65,0,0,0,65,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5W__SEQUENCE,BY2O,F04,R5W,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5W,scalar_yaw,inside_union,275,0,0,0,275,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F04__R5W__SEQUENCE,BY2O,F04,R5W,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F04/R5W,scalar_yaw,outside,1607,1591,1587,4,16,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2O__F02__B3__SEQUENCE,BY2O,F02,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F02/B3,baseline3d,full,1882,1591,1591,0,291,291,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1882,1591,291,0,9.374473166074479,16.688865162172487,4.729452368923477,32.672537515078744,71.78655102712382,0.0558974053877602,242.80905894788827,1882,1591,291,0,0.006432938407627492,0.025246057929409916,0.0033073209894321,0.0493582339950614,0.08784241829320509,-0.0555075789937478,0.2170074715057852,0.0501866530036992,1882,1591,291,0,0.004868911748581183,0.023240433860126454,0.0022900778623405,0.04495328150786025,0.08769303497245279,-0.0621971133517243,0.1513158032999311,0.0475631982753831,"{""BASIC_ACCEPT"": 1591, ""provider_invalid"": 291}",0,0.0,all B3 attempts in this sequence/case/segment,,
BY2O__F02__B3__SEQUENCE,BY2O,F02,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F02/B3,baseline3d,occlusion_primary,210,0,0,0,210,210,0,True,AVAILABLE,Includes missing sidecar epochs,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,210,0,210,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,210,0,210,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,210,0,210,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,"{""provider_invalid"": 210}",0,UNAVAILABLE,all B3 attempts in this sequence/case/segment,,
BY2O__F02__B3__SEQUENCE,BY2O,F02,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F02/B3,baseline3d,occlusion_secondary,65,0,0,0,65,65,0,True,AVAILABLE,Includes missing sidecar epochs,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,65,0,65,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,65,0,65,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,65,0,65,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,"{""provider_invalid"": 65}",0,UNAVAILABLE,all B3 attempts in this sequence/case/segment,,
BY2O__F02__B3__SEQUENCE,BY2O,F02,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F02/B3,baseline3d,inside_union,275,0,0,0,275,275,0,True,AVAILABLE,Includes missing sidecar epochs,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,275,0,275,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,275,0,275,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,275,0,275,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,"{""provider_invalid"": 275}",0,UNAVAILABLE,all B3 attempts in this sequence/case/segment,,
BY2O__F02__B3__SEQUENCE,BY2O,F02,B3,,real_raw,False,False,COMPLETED,NONE,<T5BC_SCRATCH>/04_NATIVE_C00_SEQ/BY2O/F02/B3,baseline3d,outside,1607,1591,1591,0,16,16,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1607,1591,16,0,9.374473166074479,16.688865162172487,4.729452368923477,32.672537515078744,71.78655102712382,0.0558974053877602,242.80905894788827,1607,1591,16,0,0.006432938407627492,0.025246057929409916,0.0033073209894321,0.0493582339950614,0.08784241829320509,-0.0555075789937478,0.2170074715057852,0.0501866530036992,1607,1591,16,0,0.004868911748581183,0.023240433860126454,0.0022900778623405,0.04495328150786025,0.08769303497245279,-0.0621971133517243,0.1513158032999311,0.0475631982753831,"{""BASIC_ACCEPT"": 1591, ""provider_invalid"": 16}",0,0.0,all B3 attempts in this sequence/case/segment,,
